,kospi200,call,put,aggregate,real_vkospi,put_call_ratio,call_put_average_real
2024-07-30,374.87,12.81,15.91,20.44,17.78,1.184,1.0227272727272727
2024-07-29,378.73,12.96,15.44,20.16,17.51,0.605,0.9213483146067415
2024-07-26,374.2,13.54,15.76,20.79,17.98,0.856,0.9277777777777777
2024-07-25,371.26,13.38,17.12,21.74,18.77,1.576,1.1162790697674418
2024-07-24,378.66,13.15,15.21,20.12,17.42,0.967,0.9940119760479044
2024-07-23,381.65,12.22,16.06,20.2,17.47,0.836,0.9028571428571429
2024-07-22,379.84,13.91,16.0,21.22,18.39,1.054,1.0342857142857145
2024-07-19,383.89,12.91,15.07,19.85,17.27,1.247,0.9817073170731709
2024-07-18,389.0,12.34,14.74,19.23,16.79,1.273,0.8816568047337279
2024-07-17,391.55,12.18,14.46,18.91,16.53,1.121,1.0064516129032257
2024-07-16,395.31,12.46,13.83,18.62,16.34,0.775,0.91875
2024-07-15,393.84,12.94,13.48,18.71,16.47,0.991,1.0933333333333333
2024-07-12,392.29,11.56,14.27,18.39,16.44,1.154,1.0394736842105263
2024-07-11,398.52,11.27,13.87,17.9,16.12,0.723,0.9056603773584906
2024-07-10,395.6,11.25,13.32,17.45,16.08,0.697,1.060344827586207
2024-07-09,395.79,11.44,13.65,17.82,16.28,0.803,0.8951048951048951
2024-07-08,394.47,12.62,13.56,18.53,16.81,0.582,0.9197530864197532
2024-07-05,395.47,12.12,14.15,18.64,16.72,0.474,0.9874213836477986
2024-07-04,388.53,12.12,13.64,18.25,16.36,0.455,1.101910828025478
2024-07-03,383.23,10.99,13.32,17.32,15.55,0.818,0.8979591836734694
2024-07-02,381.2,11.71,13.4,17.8,15.88,0.963,0.9403973509933775
2024-07-01,384.34,12.04,13.47,18.07,16.05,0.805,0.9038461538461539
2024-06-28,384.02,11.83,13.9,18.26,16.1,0.797,0.8838709677419354
2024-06-27,382.27,12.3,14.21,18.8,16.57,0.916,0.7976878612716763
2024-06-26,383.01,12.88,14.04,19.06,16.74,0.786,0.9559748427672955
2024-06-25,379.85,12.73,14.55,19.33,16.98,0.833,0.9811320754716981
2024-06-24,378.39,13.57,13.82,19.39,17.02,1.033,1.0318471337579618
2024-06-21,380.88,12.45,13.96,18.74,16.52,1.113,1.0604026845637584
2024-06-20,384.78,12.51,14.0,18.78,16.56,0.72,0.9746835443037974
2024-06-19,383.01,12.84,13.23,18.46,16.33,0.661,1.033112582781457
2024-06-18,377.73,12.11,13.87,18.41,16.34,0.786,0.9371069182389937
2024-06-17,373.86,11.56,14.82,18.83,16.71,1.183,0.9625
2024-06-14,376.0,11.6,13.5,17.8,16.03,0.818,0.875
2024-06-13,374.75,12.06,13.77,18.31,16.52,0.644,0.9430379746835443
2024-06-12,371.12,11.95,14.73,18.99,17.4,0.591,1.150943396226415
2024-06-11,367.71,13.01,13.51,18.77,17.16,0.819,1.2542372881355932
2024-06-10,367.46,12.85,13.84,18.9,17.17,0.862,1.0785340314136125
2024-06-07,371.39,11.8,14.19,18.48,16.64,0.63,1.0481927710843373
2024-06-05,366.44,11.6,14.36,18.48,16.56,0.594,0.937142857142857
2024-06-04,362.52,12.52,13.76,18.61,16.64,1.111,1.0372670807453415
2024-06-03,365.48,12.78,13.67,18.74,16.69,0.667,1.0
2024-05-31,358.21,12.18,14.68,19.07,16.9,1.047,1.1946308724832215
2024-05-30,358.7,12.19,14.54,18.98,16.82,1.387,1.0886075949367087
2024-05-29,364.96,11.74,13.11,17.63,15.66,1.141,1.089655172413793
2024-05-28,371.33,10.94,12.94,16.95,15.07,0.9,1.0138888888888888
2024-05-27,371.16,10.72,13.35,17.13,15.21,0.719,0.9527027027027026
2024-05-24,366.08,10.65,13.7,17.38,15.43,1.084,0.9133333333333333
2024-05-23,371.62,11.39,12.72,17.08,15.22,0.677,1.0
2024-05-22,371.41,11.73,13.21,17.67,15.71,0.783,1.0486111111111112
2024-05-21,371.55,11.93,13.18,17.79,15.85,0.974,1.0704225352112675
2024-05-20,373.68,11.38,13.78,17.88,15.95,0.68,0.9602649006622517
2024-05-17,370.58,10.84,13.98,17.71,15.98,0.89,0.9473684210526316
2024-05-16,374.6,11.81,13.08,17.64,15.98,0.71,1.0
2024-05-14,371.04,11.37,14.26,18.26,16.73,0.873,0.9259259259259259
2024-05-13,370.99,11.229106821986734,14.305943902128043,18.205194561439846,16.6,0.887,0.9018404907975459
2024-05-10,371.08,11.686758938358901,13.871402939759703,18.13832842042453,16.29,0.726,0.967948717948718
2024-05-09,368.83,12.389701981720766,13.724025468997686,18.498591912011136,16.49,1.159,1.0394736842105263
2024-05-08,374.09,12.15,14.04,18.57,16.46,0.662,0.8985507246376812
2024-05-07,372.8,13.28,14.32,19.55,17.21,0.59,0.7714285714285715
2024-05-03,363.58,12.99,15.28,20.07,17.51,0.847,0.9294871794871795
2024-05-02,364.31,13.51,15.53,20.59,17.88,0.878,0.9451219512195123
2024-04-30,365.13,13.37,16.14,20.98,18.14,0.768,1.0496894409937887
2024-04-29,364.48,13.66,15.92,20.99,18.13,0.662,0.8659217877094972
2024-04-26,361.02,13.56,16.42,21.3,18.32,0.632,0.8563535911602209
2024-04-25,356.51,14.34,16.53,21.89,18.82,0.992,1.0416666666666665
2024-04-24,363.6,13.38,16.11,20.95,18.02,0.578,0.848314606741573
2024-04-23,355.98,14.05,16.93,22.0,18.93,0.857,1.0406976744186045
2024-04-22,356.89,14.64,17.73,23.0,19.8,1.018,0.9531250000000001
2024-04-19,352.58,15.59,18.95,24.55,21.22,1.918,0.9095238095238096
2024-04-18,359.06,14.13,17.28,22.33,19.42,0.724,0.8917525773195877
2024-04-17,352.79,14.93,17.44,22.98,20.02,1.089,0.9585492227979274
2024-04-16,356.67,14.52,17.54,22.78,19.95,1.467,0.9141414141414141
2024-04-15,365.31,13.94,15.65,20.99,18.45,1.003,0.9497206703910616
2024-04-12,367.25,13.12,14.67,19.69,17.59,1.023,0.9529411764705882
2024-04-11,370.72,12.39,15.79,20.11,18.03,0.681,0.9257142857142857
2024-04-09,370.27,12.4,15.51,19.87,18.09,1.07,1.005780346820809
2024-04-08,372.51,12.48,15.7,20.08,18.16,0.868,0.9772727272727272
2024-04-05,371.57,13.45,15.18,20.28,18.12,1.115,0.9132947976878613
2024-04-04,375.61,12.75,14.46,19.3,17.2,0.617,0.9753086419753088
2024-04-03,369.72,12.83,15.11,19.85,17.63,1.237,1.08641975308642
2024-04-02,376.34,13.04,14.19,19.28,17.1,0.717,0.877906976744186
2024-04-01,374.28,13.63,13.69,19.34,17.13,0.703,0.9756097560975611
2024-03-29,374.63,13.4,13.66,19.15,16.84,0.639,0.925
2024-03-28,373.22,12.96,14.2,19.23,16.88,0.686,0.9254658385093167
2024-03-27,374.08,13.19,14.42,19.55,17.14,0.816,1.019108280254777
2024-03-26,374.6,13.67,14.32,19.81,17.34,0.602,0.8941176470588235
2024-03-25,370.73,13.06,14.9,19.82,17.35,0.827,0.940828402366864
2024-03-22,372.65,13.56,14.02,19.52,17.13,0.577,0.8135593220338984
2024-03-21,373.66,14.08,14.11,19.95,17.53,0.423,0.9011627906976745
2024-03-20,363.32,13.28,13.81,19.17,16.92,0.519,0.9096385542168673
2024-03-19,357.33,13.06,13.74,18.96,16.78,0.85,0.9197530864197532
2024-03-18,361.31,13.07,14.16,19.28,17.12,0.788,0.9107142857142857
2024-03-15,359.39,11.69,14.64,18.76,16.83,1.125,0.9090909090909091
2024-03-14,366.68,12.68,13.17,18.29,16.51,0.51,0.8333333333333333
2024-03-13,363.04,12.44,13.57,18.41,16.93,0.74,1.015267175572519
2024-03-12,361.11,13.73,13.91,19.56,17.8,0.693,1.111111111111111
2024-03-11,358.34,13.74,14.49,19.98,18.05,0.983,1.0685714285714285
2024-03-08,361.71,13.78,13.43,19.26,17.25,0.573,1.0389610389610389
2024-03-07,356.82,13.44,13.83,19.31,17.25,0.773,0.9695121951219513
2024-03-06,356.25,13.41,13.99,19.38,17.25,0.793,0.9939393939393939
2024-03-05,357.59,12.84,14.36,19.26,17.13,0.885,0.9289940828402368
2024-03-04,361.1,13.59,14.09,19.59,17.33,0.564,0.9534883720930232
2024-02-29,355.57,12.96,13.99,19.08,16.77,1.049,0.9316770186335402
2024-02-28,356.79,12.41,14.62,19.19,16.83,0.757,0.9559748427672955
2024-02-27,352.76,14.54,13.36,19.81,17.16,0.939,0.891566265060241
2024-02-26,355.48,13.21,15.65,20.5,17.94,0.848,0.8882681564245811
2024-02-23,358.57,14.29,15.27,20.94,18.31,0.595,0.9709302325581395
2024-02-22,357.67,14.71,14.7,20.8,18.22,0.834,0.9265536723163842
2024-02-21,356.04,14.54,15.19,21.05,18.5,0.886,0.8864864864864864
2024-02-20,356.92,13.69,15.28,20.53,18.09,0.973,0.8579234972677595
2024-02-19,360.88,14.01,14.84,20.43,18.02,0.555,0.9034090909090908
2024-02-16,355.52,13.55,13.95,19.46,17.41,0.693,0.8947368421052632
2024-02-15,351.21,12.9,15.02,19.8,17.79,0.925,0.9644970414201185
2024-02-14,352.69,13.25,14.83,19.89,17.98,0.811,0.8415300546448087
2024-02-13,357.38,,,,18.02,0.666,0.8618784530386739
2024-02-08,353.29,13.265816944960507,14.195621102845909,19.442188178985475,17.24,0.755,0.7840909090909091
2024-02-07,352.25,13.62,14.72,20.05,17.62,0.527,0.9367816091954024
2024-02-06,347.8,13.81,14.62,20.11,17.59,0.861,0.9569892473118279
2024-02-05,349.15,13.59,15.78,20.84,18.06,0.889,0.9134615384615384
2024-02-02,353.43,13.47,15.41,20.49,17.79,0.351,0.9175824175824175
2024-02-01,342.41,12.37,14.78,19.29,16.79,0.665,0.7391304347826088
2024-01-31,336.24,12.35,15.16,19.57,17.02,0.982,0.9529411764705882
2024-01-30,337.48,13.57,14.26,19.71,17.11,0.789,1.005988023952096
2024-01-29,337.84,12.84,15.21,19.93,17.27,0.602,1.0357142857142856
2024-01-26,334.21,12.73,14.96,19.65,16.96,0.835,0.9337349397590361
2024-01-25,333.8,12.63,14.97,19.6,16.92,0.886,0.9814814814814815
2024-01-24,333.27,12.5,15.32,19.79,17.07,1.044,1.0
2024-01-23,334.97,13.72,14.72,20.13,17.39,0.904,0.9644970414201185
2024-01-22,332.63,13.7,15.64,20.82,18.01,0.751,1.0414201183431955
2024-01-19,332.99,12.79,15.8,20.33,17.64,0.694,0.8539325842696629
2024-01-18,327.13,14.07,15.69,21.1,18.32,1.09,1.0235294117647058
2024-01-17,326.11,13.6,17.52,22.2,19.31,1.293,0.9408602150537634
2024-01-16,334.73,12.42,15.25,19.68,17.18,1.018,0.9329268292682928
2024-01-15,339.24,12.99,14.18,19.24,16.84,0.6,1.0064102564102564
2024-01-12,338.22,11.75,14.73,18.87,16.77,0.889,0.9433962264150944
2024-01-11,340.28,12.8,14.29,19.19,17.14,0.742,1.1543624161073824
2024-01-10,340.66,11.48,14.27,18.33,16.79,1.424,1.0579710144927534
2024-01-09,343.81,12.86,14.24,19.19,17.42,1.103,1.0945945945945945
2024-01-08,345.58,12.53,15.25,19.76,17.77,0.957,0.9481865284974094
2024-01-05,347.22,13.37,14.89,20.02,17.8,0.877,0.8432432432432432
2024-01-04,348.07,13.34,15.66,20.58,18.2,0.942,0.9836956521739132
2024-01-03,351.2,13.82,15.46,20.74,18.28,1.262,1.0054644808743167
2024-01-02,360.55,14.41,15.58,21.22,18.61,0.678,1.0994475138121544
2023-12-28,357.99,14.27,14.45,20.34,17.78,0.533,1.3221476510067114
2023-12-27,352.46,12.64,14.13,18.97,16.55,0.734,1.1678321678321677
2023-12-26,350.43,12.91,13.38,18.6,16.25,0.621,1.8285714285714285
2023-12-22,349.15,11.43,12.67,17.09,14.97,0.587,1.7553191489361701
2023-12-21,348.78,11.25,12.74,17.0,14.93,0.795,1.3693693693693694
2023-12-20,350.11,11.27,12.42,16.78,14.78,0.533,1.5922330097087376
2023-12-19,343.95,10.03,11.98,15.64,13.85,0.767,1.4747474747474747
2023-12-18,343.5,10.85,11.83,16.05,14.27,0.845,1.5555555555555556
2023-12-15,343.99,9.75,12.05,15.53,13.98,0.678,1.153846153846154
2023-12-14,341.33,9.72,12.19,15.59,14.11,0.659,1.2522522522522523
2023-12-13,336.68,9.76,11.9,15.39,14.3,1.047,1.1014492753623186
2023-12-12,339.77,10.62,11.56,15.71,14.45,0.654,1.16
2023-12-11,337.93,10.88,11.72,16.01,14.59,0.875,0.9875
2023-12-08,336.6,10.63,12.44,16.37,14.76,0.737,1.0555555555555556
2023-12-07,332.67,11.05,12.31,16.55,16.85,0.948,0.9150326797385621
2023-12-06,333.45,10.14,12.64,16.22,14.56,0.707,0.9391891891891891
2023-12-05,332.85,11.11,12.29,16.58,14.84,0.984,0.8385093167701863
2023-12-04,336.14,10.29,12.63,16.3,14.61,0.736,0.979591836734694
2023-12-01,334.8,11.03,12.04,16.34,14.5,0.945,0.9710144927536232
2023-11-30,338.43,10.33,12.56,16.28,14.46,0.621,1.0
2023-11-29,336.62,10.92,12.33,16.48,14.6,0.612,1.0218978102189782
2023-11-28,337.52,11.68,12.3,16.98,15.35,0.767,0.986111111111111
2023-11-27,333.67,10.65,13.49,17.2,15.2,0.864,0.9256756756756755
2023-11-24,334.0,10.87,13.07,17.0,15.04,0.836,0.9507042253521127
2023-11-23,336.91,11.3,12.81,17.08,15.13,0.685,0.9788732394366197
2023-11-22,336.81,11.9,13.4,17.93,15.88,0.665,1.0
2023-11-21,336.57,11.86,13.84,18.23,16.18,0.71,0.9612903225806452
2023-11-20,334.23,12.49,13.96,18.74,16.68,0.786,1.0127388535031847
2023-11-17,332.06,12.25,13.69,18.38,16.55,0.863,0.9556962025316456
2023-11-16,334.31,12.08,14.46,18.85,16.98,0.711,0.8698224852071006
2023-11-15,333.96,12.46,14.36,19.02,17.24,0.566,0.9756097560975611
2023-11-14,326.57,12.28,14.5,19.0,17.35,0.755,0.9634146341463415
2023-11-13,323.31,12.43605695301838,15.017134682614685,19.498085659279116,17.68,1.087,1.0370370370370372
2023-11-10,323.75,12.003623742039114,14.995093315228065,19.2112589346853,17.13,0.999,0.9161676646706588
2023-11-09,325.29,11.63181872437944,15.014395688038334,19.013340705556775,16.84,0.71,0.9873417721518987
2023-11-08,324.0,12.97,15.19,19.98,17.56,1.172,1.01875
2023-11-07,327.29,14.19,15.42,20.97,18.23,1.241,1.032710280373832
2023-11-06,334.16,14.03,16.54,21.7,18.65,0.395,0.8648648648648649
2023-11-03,318.24,11.85,15.09,19.21,16.7,0.895,0.9731543624161073
2023-11-02,315.16,13.24,15.25,20.21,17.49,0.832,0.8571428571428571
2023-11-01,309.71,14.13,16.57,21.79,18.79,0.838,0.9405405405405405
2023-10-31,305.56,14.06,18.44,23.22,19.89,1.374,0.9947089947089949
2023-10-30,308.95,14.29,18.52,23.4,20.03,1.017,0.9158415841584159
2023-10-27,308.53,14.08,18.75,23.46,20.02,1.222,0.8382352941176472
2023-10-26,307.75,14.76,19.93,24.81,21.14,1.985,0.9278846153846154
2023-10-25,316.49,13.25,17.22,21.73,18.56,1.126,0.9055555555555556
2023-10-24,318.43,12.81,17.92,22.06,18.82,1.188,0.8882978723404255
2023-10-23,315.5,13.99,18.21,22.99,19.65,1.291,0.921875
2023-10-20,317.96,13.49,18.29,22.75,19.53,1.75,0.8564102564102564
2023-10-19,322.76,12.48,17.03,21.12,18.23,1.712,0.8315217391304349
2023-10-18,328.82,11.02,14.76,18.43,16.0,0.991,0.8544303797468354
2023-10-17,327.35,11.88,14.26,18.57,16.18,0.823,0.8742138364779874
2023-10-16,323.29,11.54,15.78,19.57,17.07,1.229,0.9151515151515152
2023-10-13,325.77,10.8,14.25,17.89,15.95,1.117,0.9605263157894737
2023-10-12,328.85,10.86,13.68,17.47,15.7,0.744,0.9090909090909091
2023-10-11,324.74,11.94,13.69,18.19,16.74,0.724,1.0866141732283465
2023-10-10,319.11,12.23,14.87,19.26,17.56,1.027,1.2158273381294962
2023-10-06,318.94,11.8,15.47,19.46,17.39,1.121,0.9090909090909091
2023-10-05,318.58,11.38,15.82,19.5,17.34,1.102,0.8662420382165605
2023-10-04,319.45,11.89,16.61,20.43,18.09,2.03,0.7608695652173914
2023-09-27,326.71,10.84,13.31,17.17,15.08,1.138,0.9411764705882354
2023-09-26,326.9,10.47,13.1,16.77,14.74,1.272,0.8345323741007193
2023-09-25,331.58,9.67,12.77,16.04,14.1,0.873,0.9444444444444445
2023-09-22,332.02,9.52,12.95,16.11,14.18,1.282,0.832116788321168
2023-09-21,333.04,10.23,12.01,15.78,13.96,1.238,0.8914728682170543
2023-09-20,338.75,9.53,11.09,14.66,13.03,1.068,0.9411764705882352
2023-09-19,338.82,8.67,11.65,14.56,12.95,1.158,0.9487179487179488
2023-09-18,340.67,9.37,10.85,14.37,12.85,1.393,0.9912280701754387
2023-09-15,344.98,8.31,9.79,12.84,11.73,0.751,0.8928571428571429
2023-09-14,341.19,8.7,9.76,13.08,12.02,0.567,0.8016528925619835
2023-09-13,335.99,9.02,9.8,13.34,12.64,1.021,0.9032258064516128
2023-09-12,335.54,8.83,9.86,13.25,12.4,1.011,1.0
2023-09-11,337.58,8.59,10.28,13.4,12.42,0.966,0.9375
2023-09-08,336.4,7.89,10.92,13.51,12.4,1.101,0.9391304347826087
2023-09-07,336.74,9.42,10.12,13.89,12.69,0.979,0.7388059701492538
2023-09-06,337.85,8.97,10.25,13.63,12.46,0.953,0.8780487804878049
2023-09-05,340.29,8.96,10.26,13.63,12.42,0.788,0.88
2023-09-04,341.02,9.2,10.19,13.74,12.49,0.77,0.7709923664122137
2023-09-01,338.28,9.14,10.39,13.85,12.53,0.737,0.7709923664122137
2023-08-31,334.75,8.9,11.04,14.18,12.78,0.949,0.88
2023-08-30,334.94,8.92,11.43,14.5,13.05,0.893,0.8
2023-08-29,333.76,10.11,11.07,15.03,13.49,0.922,0.7999999999999999
2023-08-28,332.53,9.87,12.42,15.86,14.18,0.912,0.8287671232876712
2023-08-25,330.25,10.4,12.96,16.62,14.86,1.159,0.8116883116883117
2023-08-24,333.82,9.68,12.12,15.56,13.94,0.915,0.8098591549295775
2023-08-23,329.15,10.01,13.39,16.73,14.97,1.067,0.8666666666666667
2023-08-22,329.7,10.5,13.49,17.1,15.33,1.11,0.8516129032258064
2023-08-21,328.84,10.11,14.72,17.89,16.03,1.009,0.8282208588957055
2023-08-18,328.42,11.42,13.43,17.67,16.03,1.095,0.8159509202453988
2023-08-17,330.23,11.1,12.89,17.04,15.57,1.203,0.9078947368421053
2023-08-16,331.28,10.09,13.01,16.47,15.15,1.315,0.9310344827586207
2023-08-14,336.33,9.604872826604712,11.91271252874088,15.303720203532093,14.14,1.068,0.927007299270073
2023-08-11,338.98,9.499329623836848,11.27400807804678,14.74592649171492,13.44,0.899,0.9531249999999999
2023-08-10,340.46,9.957714355429138,11.94310231208868,15.557923371507085,14.0,1.24,0.7847222222222222
2023-08-09,341.61,9.64,12.58,15.85,14.15,0.698,0.7794117647058824
2023-08-08,337.95,10.26,14.11,17.47,15.4,1.326,0.9605263157894737
2023-08-07,339.68,11.7,13.57,17.94,15.71,1.12,0.99375
2023-08-04,341.25,10.82,14.09,17.78,15.55,1.209,0.8888888888888888
2023-08-03,341.54,11.26,14.34,18.24,15.88,1.212,0.8987341772151898
2023-08-02,343.8,10.94,13.81,17.63,15.36,1.624,0.9019607843137255
2023-08-01,351.0,10.18,12.46,16.11,14.06,0.578,0.9197080291970803
2023-07-31,345.62,10.35,12.55,16.29,14.21,0.812,0.9632352941176471
2023-07-28,344.03,10.23,12.63,16.27,14.15,1.271,0.8581560283687943
2023-07-27,344.76,9.76,12.67,16.01,13.9,0.76,0.9318181818181819
2023-07-26,340.56,10.33,13.19,16.77,14.53,1.159,1.0
2023-07-25,344.92,9.99,12.78,16.24,14.08,1.007,0.9111111111111112
2023-07-24,344.32,10.73,12.19,16.26,14.12,0.82,0.9477611940298507
2023-07-21,342.39,9.54,11.88,15.26,13.35,1.047,0.9285714285714285
2023-07-20,341.67,9.87,11.37,15.07,13.22,0.926,0.9274193548387096
2023-07-19,343.11,9.74,10.88,14.63,12.91,1.145,0.9105691056910568
2023-07-18,343.38,9.43,11.35,14.76,13.07,1.11,1.0084033613445378
2023-07-17,345.75,9.35,11.52,14.85,13.21,0.993,0.9837398373983739
2023-07-14,346.93,9.5,11.03,14.56,13.19,0.818,0.8712121212121212
2023-07-13,341.13,9.23,11.23,14.54,13.25,0.723,1.0330578512396695
2023-07-12,339.46,9.32,11.44,14.76,13.76,0.78,0.6956521739130435
2023-07-11,337.02,9.64,11.39,14.92,13.82,0.687,0.9154929577464789
2023-07-10,330.84,9.45,12.87,15.99,14.63,1.292,0.9387755102040817
2023-07-07,331.57,9.66,12.85,16.1,14.58,1.603,0.7905405405405405
2023-07-06,336.2,8.87,11.15,14.26,12.98,1.296,0.9344262295081968
2023-07-05,339.04,8.57,10.54,13.6,12.37,1.242,0.875
2023-07-04,341.59,8.95,10.13,13.53,12.27,0.978,1.018348623853211
2023-07-03,343.08,8.92,10.92,14.12,12.73,0.586,1.0512820512820513
2023-06-30,337.95,8.94,10.78,14.04,12.59,0.991,1.009009009009009
2023-06-29,336.39,9.68,10.73,14.47,12.93,1.006,1.1018518518518519
2023-06-28,338.41,10.0,10.74,14.7,13.1,1.088,0.9416666666666668
2023-06-27,340.32,9.77,11.16,14.84,13.18,1.025,0.957983193277311
2023-06-26,340.38,9.89,11.51,15.18,13.46,0.909,0.8968253968253969
2023-06-23,338.45,9.42,11.23,14.69,13.04,1.112,1.0357142857142858
2023-06-22,341.12,10.11,10.93,14.91,13.24,0.933,0.8951612903225806
2023-06-21,339.44,9.58,11.56,15.02,13.36,1.054,1.0169491525423728
2023-06-20,342.58,9.62,10.98,14.6,13.02,1.047,0.9576271186440678
2023-06-19,343.13,9.74,11.3,14.95,13.35,0.968,1.0084033613445378
2023-06-16,345.17,9.92,10.53,14.48,13.13,0.858,1.042372881355932
2023-06-15,343.19,9.85,10.63,14.51,13.25,0.739,1.0
2023-06-14,344.65,9.38,11.39,14.76,13.55,0.754,0.9609375
2023-06-13,346.39,9.3,11.6,14.89,13.76,0.776,1.015625
2023-06-12,344.57,9.521209480183655,11.081220183234931,14.61105094658482,13.45,1.107,1.008
2023-06-09,346.79,9.729239105479085,10.808552163195941,14.542894652074366,13.16,0.792,1.0578512396694215
2023-06-08,342.75,9.64796145717016,11.458714808087622,14.979603761309068,13.44,1.044,0.9083969465648856
2023-06-07,343.22,10.43,11.32,15.41,13.71,0.806,0.9906542056074766
2023-06-05,343.91,9.76,12.62,16.0,14.08,0.724,0.9322033898305084
2023-06-02,342.67,10.6,11.9,15.93,13.96,0.552,0.9818181818181819
2023-06-01,338.08,10.9,12.32,16.46,14.35,0.892,0.8907563025210083
2023-05-31,339.12,10.1,13.73,17.07,14.8,0.889,0.8515625
2023-05-30,341.5,10.54,13.42,17.08,14.79,0.601,0.9919354838709677
2023-05-26,337.11,10.95,13.48,17.37,14.96,0.752,0.9453124999999999
2023-05-25,335.35,11.58,13.05,17.49,15.07,0.99,0.9615384615384616
2023-05-24,336.49,10.4,13.7,17.22,14.87,0.71,0.8888888888888888
2023-05-23,337.09,11.08,12.63,16.8,14.56,0.726,1.0080645161290323
2023-05-22,336.27,10.67,13.17,16.96,14.74,0.54,0.984732824427481
2023-05-19,334.23,10.18,12.51,16.14,14.13,0.571,0.9083969465648856
2023-05-18,329.84,9.53,12.07,15.38,13.54,0.76,0.7862595419847329
2023-05-17,326.61,8.8,12.47,15.29,13.52,0.826,0.7938931297709925
2023-05-16,325.31,9.79,11.72,15.28,13.59,1.043,0.8294573643410852
2023-05-15,324.46,9.6,12.1,15.45,13.81,1.096,0.8923076923076922
2023-05-12,323.61,8.86,12.45,15.3,13.93,1.062,0.8805970149253731
2023-05-11,325.28,9.6,12.24,15.56,14.31,1.009,0.8041958041958042
2023-05-10,326.04,8.86,12.84,15.64,14.77,1.185,0.832116788321168
2023-05-09,328.22,10.23,11.39,15.35,14.39,1.022,0.8014705882352942
2023-05-08,328.9,9.77,12.8,16.1,14.87,0.642,1.0075187969924813
2023-05-04,326.17,10.83,12.72,16.73,15.27,0.992,0.6794871794871795
2023-05-03,326.52,9.83,13.33,16.58,15.09,1.107,0.8108108108108107
2023-05-02,329.09,9.79,12.12,15.58,14.21,0.864,0.9083969465648856
2023-04-28,326.46,9.53,12.94,16.11,14.51,0.939,0.7310344827586207
2023-04-27,325.09,10.76,12.49,16.5,14.86,0.925,0.8652482269503545
2023-04-26,323.97,10.44,13.15,16.79,15.09,0.889,0.9357142857142857
2023-04-25,324.48,10.84,12.7,16.71,15.02,1.211,0.9708029197080293
2023-04-24,328.7,10.11,13.11,16.57,14.86,1.285,0.9197080291970803
2023-04-21,330.94,9.72,13.01,16.28,14.62,1.098,0.8978102189781023
2023-04-20,332.66,11.07,11.85,16.24,14.63,0.933,0.9343065693430658
2023-04-19,333.77,10.32,12.77,16.44,14.86,0.902,0.9225352112676056
2023-04-18,333.5,10.59,12.99,16.77,15.17,0.975,0.972027972027972
2023-04-17,333.92,10.93,13.12,17.08,15.49,0.827,0.9395973154362416
2023-04-14,333.68,10.5,13.11,16.81,15.42,0.926,0.9328859060402684
2023-04-13,333.09,11.39,12.39,16.86,15.52,0.683,0.8758169934640523
2023-04-12,332.09,11.07,12.75,16.89,15.82,0.735,0.8741721854304636
2023-04-11,330.87,10.18,13.36,16.84,15.62,0.563,0.8930817610062892
2023-04-10,326.38,10.88,13.09,17.03,15.72,0.639,0.950920245398773
2023-04-07,323.36,10.26,13.3,16.82,15.35,0.613,0.881118881118881
2023-04-06,317.82,10.44,14.01,17.51,15.87,1.201,1.0514705882352942
2023-04-05,323.56,10.75,13.07,16.93,15.36,0.831,1.021276595744681
2023-04-04,321.75,11.06,12.66,16.81,15.22,0.929,0.9580419580419579
2023-04-03,320.38,10.7,14.01,17.66,15.88,1.146,0.9473684210526316
2023-03-31,322.03,11.3,13.25,17.41,15.57,0.738,0.8657718120805369
2023-03-30,318.05,10.83,13.83,17.59,15.7,0.759,0.9379310344827586
2023-03-29,317.01,11.0,14.39,18.12,16.15,1.0,0.934640522875817
2023-03-28,316.36,11.38,15.09,18.93,16.81,0.933,0.925
2023-03-27,312.85,12.8,15.77,20.32,17.97,1.202,0.9636363636363636
2023-03-24,314.3,11.38,16.3,19.91,17.59,0.976,0.8809523809523809
2023-03-23,315.75,12.29,16.14,20.29,17.97,1.084,0.8066298342541436
2023-03-22,314.11,11.83,16.9,20.65,18.29,0.893,0.92
2023-03-21,310.36,13.63,17.22,21.98,19.51,1.044,0.9513513513513514
2023-03-20,309.49,13.14,19.06,23.18,20.62,1.152,0.8461538461538461
2023-03-17,312.07,12.0,16.28,20.23,18.26,0.864,0.9314285714285715
2023-03-16,308.39,13.77,17.23,22.08,19.97,1.237,0.9319371727748691
2023-03-15,309.1,11.81,16.77,20.56,18.75,0.988,0.8967391304347827
2023-03-14,305.58,14.87,17.7,23.13,21.11,1.423,0.9547738693467337
2023-03-13,313.21,12.72322435231221,15.28929934392678,19.896157971469204,18.2,1.034,0.8839779005524862
2023-03-10,310.65,12.462008491921402,14.976445295592992,19.484254377566355,17.56,1.338,0.8700564971751413
2023-03-09,314.04,12.35876156147577,13.625998174173501,18.4085636669443,16.53,1.026,0.844311377245509
2023-03-08,315.38,12.14,15.05,19.34,17.21,1.249,0.6368715083798884
2023-03-07,319.8,11.94,14.95,19.15,16.95,0.761,0.8
2023-03-06,320.94,13.25,14.26,19.5,17.18,0.738,0.8764044943820224
2023-03-03,316.36,12.51,15.82,20.18,17.69,0.986,1.0
2023-03-02,316.26,13.68,15.82,20.94,18.31,0.911,0.7055837563451777
